,Bearing 1x,Bearing 1y,Bearing 2x,Bearing 2y,Bearing 3x,Bearing 3y,Bearing 4x,Bearing 4y
2003-10-22 12:06:24,0.10414384765625,0.10024975585937498,0.10715097656250001,0.10200180664062501,0.10614848632812499,0.10815161132812498,0.09480419921875001,0.099515185546875
2003-10-22 12:09:13,0.103651953125,0.09985283203124999,0.10818994140625,0.10292197265625,0.10665976562499999,0.10845327148437497,0.09507021484375,0.09358486328125
2003-10-22 12:14:13,0.10503623046874999,0.101540087890625,0.10854829101562499,0.10404067382812499,0.108740869140625,0.109880859375,0.0961572265625,0.098300048828125
2003-10-22 12:19:13,0.104897509765625,0.10157001953125,0.10815019531249999,0.10337939453125,0.10807324218749999,0.11000556640624999,0.09681328125000001,0.098600048828125
2003-10-22 12:24:13,0.10477573242187499,0.102188037109375,0.10794282226562499,0.10262578124999999,0.108452978515625,0.10934931640625001,0.09635932617187501,0.09846826171874998
2003-10-22 12:29:13,0.105227880859375,0.101733837890625,0.10767792968749998,0.10230830078125,0.108510791015625,0.11044912109375,0.10697041015625001,0.09818369140624998
2003-10-22 12:34:13,0.10503481445312499,0.10104169921874999,0.10828339843749998,0.10279492187500001,0.10836059570312502,0.10961757812499999,0.05172290039062499,0.09706621093749998
2003-10-22 12:39:13,0.10477006835937501,0.1013822265625,0.107296826171875,0.10293662109374999,0.107924462890625,0.10974521484375,0.102547802734375,0.09795361328125
2003-10-22 12:44:13,0.105179345703125,0.10175009765624998,0.1084056640625,0.10315820312499999,0.10857607421875,0.108823291015625,0.06754951171874998,0.09769135742187499
2003-10-22 12:49:13,0.10438359374999999,0.10131352539062502,0.106928271484375,0.102472900390625,0.10818784179687499,0.109515625,0.08475034179687499,0.09800405273437499
2003-10-22 12:54:13,0.10468466796875,0.10186718749999998,0.107251416015625,0.102193994140625,0.107748876953125,0.10932431640625,0.116611376953125,0.09786567382812501
2003-10-22 12:59:13,0.10416069335937501,0.101689892578125,0.107349169921875,0.103117431640625,0.1084615234375,0.11040917968750001,0.08320625000000001,0.09803427734375
2003-10-22 13:04:13,0.10392612304687501,0.10127919921874999,0.107171240234375,0.102666455078125,0.1074125,0.108681591796875,0.095384814453125,0.097882958984375
2003-10-22 13:09:13,0.10424541015625,0.1012546875,0.1070669921875,0.10282607421875001,0.108621337890625,0.11052646484374999,0.094652685546875,0.09878642578125
2003-10-22 13:14:13,0.1043310546875,0.10121469726562501,0.10693144531250001,0.101889501953125,0.10805947265625,0.10933701171875002,0.095079638671875,0.097944140625
2003-10-22 13:19:13,0.107219140625,0.10384560546874999,0.10730185546875,0.102186376953125,0.10785834960937501,0.10822470703125,0.09579526367187499,0.09825615234375
2003-10-22 13:24:13,0.10569252929687498,0.10132021484375,0.10842177734375,0.10270302734374999,0.10811484375,0.11039438476562499,0.09655146484375,0.09735039062499999
2003-10-22 13:29:13,0.10617543945312499,0.102664501953125,0.108584375,0.102963916015625,0.108619580078125,0.10964604492187499,0.09769555664062499,0.098275
2003-10-22 13:34:13,0.104756494140625,0.101476123046875,0.10823037109375,0.10358261718750002,0.107887158203125,0.11008583984375,0.09590722656250002,0.09814140625000001
2003-10-22 13:39:13,0.10532021484375001,0.10217529296875001,0.10749829101562498,0.10254633789062499,0.10827431640624999,0.109960498046875,0.04843295898437501,0.097433349609375
2003-10-22 13:44:13,0.105495263671875,0.10123588867187501,0.10845541992187499,0.1033943359375,0.108143359375,0.109258056640625,0.09690864257812501,0.097935302734375
2003-10-22 13:49:13,0.10625087890625,0.1028482421875,0.10810600585937499,0.10262241210937499,0.107460009765625,0.10945175781250001,0.09638823242187503,0.09874091796875
2003-10-22 13:54:13,0.10526420898437501,0.10217353515625001,0.10861455078125,0.10262597656250001,0.10831772460937499,0.10955229492187499,0.09346298828124999,0.09812685546875
2003-10-22 13:59:13,0.10609321289062501,0.102648046875,0.107700244140625,0.1028197265625,0.108196728515625,0.10990205078125,0.1339482421875,0.099217529296875
2003-10-22 14:04:13,0.104521923828125,0.100975927734375,0.10767622070312499,0.102294921875,0.108527685546875,0.10940576171875001,0.22918149414062503,0.097833251953125
2003-10-22 14:09:13,0.10487617187500001,0.100802783203125,0.10844619140625,0.10236865234375,0.10834423828124999,0.10947714843749998,0.08900483398437499,0.102382177734375
2003-10-22 14:14:13,0.10581723632812501,0.10157397460937498,0.10766621093749999,0.102092822265625,0.10855927734375,0.10953745117187501,0.096188623046875,0.09818359375
2003-10-22 14:19:13,0.10536162109375,0.101423974609375,0.10925200195312498,0.10337822265625,0.109018505859375,0.11006743164062498,0.098182177734375,0.09786748046875
2003-10-22 14:24:13,0.106014990234375,0.10192587890625,0.108423486328125,0.102163916015625,0.10853237304687502,0.110358203125,0.09531826171874999,0.09767402343750001
2003-10-22 14:29:13,0.10600590820312501,0.102603955078125,0.10742871093749999,0.10214506835937501,0.10847436523437501,0.110115380859375,0.09722958984374999,0.100385693359375
2003-10-22 14:34:13,0.10524599609375,0.10118544921875001,0.10856474609375,0.10273935546874999,0.10834145507812501,0.109568994140625,0.097195068359375,0.0995998046875
2003-10-22 14:39:13,0.10542148437500001,0.10129941406250001,0.10845585937500002,0.10238505859374998,0.10800839843749999,0.10952319335937499,0.096998681640625,0.09949228515625
2003-10-22 14:44:13,0.106037060546875,0.102083935546875,0.108607763671875,0.10259345703125,0.10843564453125001,0.109326220703125,0.096481591796875,0.098700390625
2003-10-22 14:49:13,0.105147509765625,0.10179023437499998,0.107768017578125,0.10227529296875,0.108366015625,0.109582763671875,0.103142236328125,0.09909653320312499
2003-10-22 14:54:13,0.10543662109375,0.10154721679687499,0.10790771484374999,0.102155419921875,0.107803564453125,0.109282861328125,0.098096337890625,0.10382397460937501
2003-10-22 14:59:13,0.10501235351562499,0.10128349609375001,0.108996728515625,0.10237617187499999,0.10723203125,0.10954580078125001,0.09285952148437501,0.09833769531249999
2003-10-22 15:04:13,0.10506171875,0.10181650390625001,0.108420654296875,0.102921826171875,0.108043017578125,0.109136767578125,0.07452900390624999,0.096941259765625
2003-10-22 15:09:13,0.1046865234375,0.10109199218750001,0.107889111328125,0.102163134765625,0.10756806640625001,0.10932153320312499,0.096314111328125,0.09720595703124998
2003-10-22 15:14:13,0.10487294921874998,0.101723388671875,0.10785927734375,0.10232700195312501,0.10739467773437501,0.109070361328125,0.09553916015625,0.097770458984375
2003-10-22 15:19:13,0.10454389648437501,0.10184003906250001,0.10847153320312501,0.102514013671875,0.10787705078125001,0.109363916015625,0.090901513671875,0.09896181640625001
2003-10-22 15:24:13,0.104927587890625,0.10201503906250001,0.10825224609375002,0.10245556640625,0.10764521484375,0.10945732421875001,0.09695537109375,0.09877905273437501
2003-10-22 15:29:13,0.10488046874999998,0.10151166992187499,0.10785571289062498,0.10292788085937499,0.10831552734374998,0.11085463867187499,0.05867783203125001,0.09653662109375
2003-10-22 15:37:48,0.104751220703125,0.100772119140625,0.10711987304687501,0.10193027343750001,0.107214892578125,0.10845908203125001,0.09387143554687499,0.09696621093749999
2003-10-22 15:44:13,0.10469614257812501,0.101816650390625,0.10863325195312498,0.10222446289062499,0.10894306640625,0.11007031250000002,0.09568115234374999,0.09856806640625
2003-10-22 15:54:13,0.10586528320312498,0.10177739257812499,0.10814018554687499,0.10261923828125,0.1090068359375,0.11053842773437501,0.09615473632812502,0.098569775390625
2003-10-22 16:04:13,0.10544384765624999,0.10174965820312501,0.108056689453125,0.102443994140625,0.10788740234375001,0.10957177734374998,0.10291669921874999,0.098136572265625
2003-10-22 16:14:13,0.1050431640625,0.10185478515624999,0.10811123046875,0.10211123046875,0.10739077148437501,0.110795068359375,0.09641201171875,0.0977474609375
2003-10-22 16:24:13,0.10488208007812501,0.10166337890624999,0.10822368164062499,0.10303745117187499,0.108683154296875,0.11061362304687501,0.092765625,0.09830048828125001
2003-10-22 16:34:13,0.10524907226562501,0.10143461914062499,0.1086419921875,0.10278544921875002,0.1076451171875,0.10878417968750001,0.09725332031249999,0.10095664062500001
2003-10-22 16:44:13,0.104852978515625,0.10135273437499999,0.108264990234375,0.1025078125,0.10745844726562499,0.108611767578125,0.09750297851562499,0.09852431640625
2003-10-22 16:54:13,0.10624282226562498,0.10254663085937499,0.10797900390625,0.102511767578125,0.10841660156249999,0.109290380859375,0.09752553710937499,0.099106005859375
2003-10-22 17:04:13,0.10550634765625,0.10391025390625,0.10842900390625002,0.10323974609375,0.107995068359375,0.10999169921875,0.097367333984375,0.098377880859375
2003-10-22 17:14:13,0.105516845703125,0.10184736328124999,0.107968701171875,0.1028330078125,0.107520849609375,0.11031611328124999,0.09707705078125,0.098743115234375
2003-10-22 17:19:38,0.10397666015625,0.10062167968749999,0.1069541015625,0.10103603515625,0.10703544921875001,0.108183837890625,0.09541337890625,0.09712246093750002
2003-10-22 17:24:13,0.10580756835937502,0.10261953125,0.108522265625,0.10272216796875,0.107819580078125,0.10896479492187498,0.09754501953125,0.09907392578124999
2003-10-22 17:34:13,0.10740112304687499,0.10421245117187501,0.1085865234375,0.103306005859375,0.10789633789062499,0.109504248046875,0.096290771484375,0.097976513671875
2003-10-22 17:44:13,0.10462729492187499,0.10229794921874999,0.10777373046875001,0.102579736328125,0.10824121093749998,0.10986860351562502,0.0974091796875,0.0991501953125
2003-10-22 17:54:13,0.104680712890625,0.102287841796875,0.107671044921875,0.10267626953125,0.10829604492187499,0.10920380859375,0.09732685546875,0.099132861328125
2003-10-22 18:04:13,0.10424370117187501,0.101734228515625,0.10650341796874999,0.1025072265625,0.10753681640625001,0.10929633789062498,0.09789975585937499,0.0983578125
2003-10-22 18:14:13,0.10389931640625001,0.10090415039062502,0.107246826171875,0.10274780273437498,0.107709033203125,0.108944482421875,0.097313427734375,0.09831005859375
2003-10-22 18:24:13,0.106154296875,0.10335234374999999,0.10765546874999998,0.10204150390625003,0.107724951171875,0.10852275390625002,0.0975333984375,0.098205029296875
2003-10-22 18:34:13,0.10506240234375,0.101512939453125,0.10787075195312501,0.102253076171875,0.10842915039062499,0.110139697265625,0.097472607421875,0.09900048828125001
2003-10-22 18:44:13,0.10512319335937499,0.10206484375,0.10782392578125,0.10225312499999999,0.108355517578125,0.10911108398437501,0.097206005859375,0.09811743164062499
2003-10-22 18:54:13,0.105193359375,0.10169326171875,0.108736669921875,0.10331621093750001,0.10807236328125,0.10938349609375,0.09772089843750001,0.09906274414062502
2003-10-22 19:04:13,0.10773715820312502,0.10297216796875,0.10849995117187501,0.10251083984375,0.108174072265625,0.10963876953125,0.09738457031249999,0.098437939453125
2003-10-22 19:14:13,0.10876108398437498,0.10408789062499998,0.10805541992187499,0.102293310546875,0.10771152343749998,0.10874599609374999,0.09795527343749999,0.098728564453125
2003-10-22 19:24:13,0.106514306640625,0.10321123046875,0.10804624023437501,0.102430419921875,0.108495458984375,0.1108623046875,0.09774096679687501,0.09923540039062499
2003-10-22 19:34:13,0.107655517578125,0.10297626953125001,0.10862749023437501,0.102918115234375,0.10895029296874999,0.11113637695312499,0.09782128906250001,0.0992001953125
2003-10-22 19:44:13,0.10782509765625,0.1024478515625,0.10797167968750002,0.10269184570312499,0.107913525390625,0.109873291015625,0.098129150390625,0.09892646484375
2003-10-22 19:54:13,0.10719531249999999,0.10217924804687499,0.108796044921875,0.10234936523437499,0.10817353515625001,0.10879072265625,0.097677392578125,0.098696923828125
2003-10-22 20:04:13,0.10799506835937497,0.10333134765625,0.10729179687500001,0.10201997070312499,0.10915439453125,0.11098486328125001,0.09779711914062499,0.098649609375
2003-10-22 20:14:13,0.10741279296875002,0.10232460937500001,0.108162109375,0.1023822265625,0.10859179687500001,0.11034506835937499,0.097518603515625,0.09839741210937498
2003-10-22 20:24:13,0.10743818359374999,0.102912451171875,0.108309716796875,0.10218100585937502,0.10822451171875,0.11121796875,0.098256591796875,0.098904443359375
2003-10-22 20:34:13,0.10751557617187499,0.10324951171875,0.10783959960937499,0.10278959960937502,0.108524462890625,0.11116992187500001,0.09786425781250001,0.098618212890625
2003-10-22 20:44:13,0.1074638671875,0.10222001953125,0.108429248046875,0.102669873046875,0.10788398437499999,0.110093701171875,0.09830517578125,0.0987958984375
2003-10-22 20:54:13,0.10901342773437502,0.103581201171875,0.10825527343750001,0.10253349609375,0.1084154296875,0.110144580078125,0.098017578125,0.099026220703125
2003-10-22 21:04:13,0.10711958007812501,0.102034228515625,0.107973828125,0.101941357421875,0.10854697265624999,0.110061279296875,0.09763115234375,0.09940346679687499
2003-10-22 21:14:13,0.107089404296875,0.10290444335937501,0.10845102539062498,0.10259042968750001,0.108486328125,0.11096020507812501,0.09816713867187501,0.10007353515624999
2003-10-22 21:24:13,0.10719414062500002,0.10228588867187498,0.10805190429687499,0.10211201171874999,0.1079580078125,0.109793115234375,0.098194775390625,0.0990275390625
2003-10-22 21:34:13,0.10804931640625,0.10283012695312499,0.10881323242187499,0.103191015625,0.10901630859375,0.11043974609375,0.0983388671875,0.099690966796875
2003-10-22 21:44:13,0.108293798828125,0.103187158203125,0.10822158203125001,0.10320654296875001,0.108718017578125,0.111166845703125,0.097889404296875,0.09966884765624999
2003-10-22 21:54:13,0.10771611328125,0.10211396484374999,0.10773906249999998,0.101683935546875,0.108409228515625,0.10938247070312498,0.097462109375,0.098397900390625
2003-10-22 22:04:13,0.10799365234375,0.102952587890625,0.10809921874999999,0.10286020507812499,0.10849433593749999,0.110400341796875,0.098627294921875,0.099171826171875
2003-10-22 22:14:13,0.10813144531249999,0.10324409179687499,0.10886835937499999,0.10267133789062499,0.10816230468750002,0.10975771484374999,0.09807900390625,0.10003212890624999
