time,Bearing 1x,Bearing 1y,Bearing 2x,Bearing 2y,Bearing 3x,Bearing 3y,Bearing 4x,Bearing 4y,Anomaly
2003-10-22 12:06:24,0.1041478587821671,0.1002527467161482,0.1071472728160554,0.1020041505932906,0.1061485424092973,0.1081503491381414,0.0948025294203818,0.0995131109917476,False
2003-10-22 12:09:13,0.1036513013330729,0.0998539967771863,0.1081890229015088,0.1029199667952536,0.1066609209434054,0.1084584696518384,0.0950700717808486,0.0935869427218125,False
2003-10-22 12:14:13,0.1050387225938766,0.1015426534498755,0.1085434347380243,0.1040417989159627,0.1087402216905122,0.1098753845402607,0.0961577713755554,0.0982985497338737,False
2003-10-22 12:19:13,0.1049001416084769,0.1015733190097172,0.1081515210703647,0.1033777528199619,0.1080682650520045,0.1100101079154255,0.0968138580985399,0.0986017871966404,False
2003-10-22 12:24:13,0.1047786024708237,0.1021811123590019,0.1079433077787001,0.1026294740954148,0.1084539772449826,0.1093496264466038,0.0963575858196201,0.0984708237706919,False
2003-10-22 12:29:13,0.1052314566140925,0.1017299672835587,0.1076806972996728,0.1023103178866155,0.108508325601836,0.1104502172957663,0.1069718247961326,0.0981802822403437,False
2003-10-22 12:34:13,0.1050312515259534,0.1010437521363347,0.1082749645978807,0.102791249572733,0.1083657893451828,0.1096216123834171,0.0517224473851262,0.0970657258655207,False
2003-10-22 12:39:13,0.1047746960300795,0.1013772645148688,0.1073009912593388,0.102939743151521,0.1079264124224815,0.1097424678939401,0.1025448019922847,0.0979538551687094,False
2003-10-22 12:44:13,0.1051722252063089,0.1017542360466819,0.1084074906001269,0.1031552321890717,0.1085776649250451,0.1088218174715562,0.0675495873821964,0.0976960300795937,False
2003-10-22 12:49:13,0.1043830753454758,0.1013115386493481,0.106927779676742,0.1024746813809268,0.1081922945456321,0.1095170174324918,0.0847498413008447,0.0980015625762976,False
2003-10-22 12:54:13,0.1046830899946286,0.1018643000146491,0.1072505493432296,0.1021988866643879,0.1077505737584843,0.109322037208848,0.1166145807900776,0.0978650813027979,False
2003-10-22 12:59:13,0.1041566971043508,0.101690902876117,0.1073525074466526,0.1031143610527857,0.1084640851604082,0.1104133990917525,0.0832052834611064,0.0980326187802138,False
2003-10-22 13:04:13,0.1039223594902094,0.1012819961912202,0.1071721763757996,0.1026650227061868,0.1074167683968943,0.1086799648420333,0.0953861516675618,0.0978811953708677,False
2003-10-22 13:09:13,0.1042470335465599,0.1012552370721226,0.1070713902045998,0.1028235753698911,0.1086178036036915,0.1105315200937545,0.0946526685873333,0.09878446213194,False
2003-10-22 13:14:13,0.1043275550563992,0.1012184676986181,0.106929879388642,0.1018851994726304,0.1080618682552859,0.1093358074124713,0.0950833048488695,0.0979458469651838,False
2003-10-22 13:19:13,0.1072178329019971,0.1038486254211631,0.1073052883441574,0.102188729918453,0.1078628839298793,0.1082278431564041,0.0957932516236144,0.0982542604619366,False
2003-10-22 13:24:13,0.1056892426388007,0.1013212070901899,0.1084139362273548,0.1027038917915914,0.108117632696909,0.1103939157185409,0.0965484154499731,0.0973448898872015,False
2003-10-22 13:29:13,0.1061795497827042,0.1026617510620635,0.1085883588065823,0.1029660627960349,0.108611895112066,0.1096414864007031,0.0976962742321402,0.0982712046486644,False
2003-10-22 13:34:13,0.1047564822501098,0.101475365008057,0.1082254992919576,0.1035811318912056,0.1078824161336002,0.1100820352556277,0.0959081986425118,0.0981384344938717,False
2003-10-22 13:39:13,0.1053174959714829,0.1021731529859856,0.1074953366863616,0.1025456321109429,0.1082713999707016,0.1099620586942721,0.048434005566678,0.0974357146345036,False
2003-10-22 13:44:13,0.1054918208896918,0.1012408320718785,0.1084598857366082,0.1033917671761316,0.1081482982567508,0.109253039699204,0.0969038527271839,0.097939254846428,False
2003-10-22 13:49:13,0.1062534303432784,0.1028457444211143,0.1081056692221299,0.1026227843156404,0.107462278431564,0.1094568582450315,0.0963908882269642,0.0987411983006982,False
2003-10-22 13:54:13,0.1052653938180575,0.1021691000537135,0.1086124810781776,0.1026227843156404,0.1083209629376434,0.109555837687387,0.0934613506518872,0.0981238830020997,False
2003-10-22 13:59:13,0.1060964890863811,0.1026519849602031,0.1077024268763123,0.1028212803359538,0.1081904389862786,0.1099071732018165,0.1339394013379559,0.0992197372918599,False
2003-10-22 14:04:13,0.1045170174324918,0.1009764636945163,0.1076733727232775,0.1022925435812295,0.1085248791444894,0.1094100297866106,0.2291786220030275,0.0978315835734166,False
2003-10-22 14:09:13,0.1048810488793398,0.1008007715220469,0.1084499243127105,0.102369695785927,0.1083444015821085,0.1094780995165779,0.0890058596611162,0.102382294057327,False
2003-10-22 14:14:13,0.1058122466917329,0.1015768836368963,0.1076689779774403,0.1020920943405439,0.1085608672298452,0.1095409932125592,0.0961860442404414,0.0981838468675228,False
2003-10-22 14:19:13,0.1053583182772596,0.1014222374139362,0.1092573367840226,0.1033737487181991,0.1090226573563162,0.1100707554079789,0.0981838956980321,0.0978690365740514,False
2003-10-22 14:24:13,0.1060137213731139,0.1019241662190536,0.1084237511597246,0.1021569900874066,0.1085344499243127,0.1103631036671712,0.0953224278529225,0.0976726890961472,False
2003-10-22 14:29:13,0.106004052932272,0.10260251965428,0.107422530396992,0.1021449289516089,0.1084783436691244,0.1101187069681136,0.0972269642072366,0.1003842961082084,False
2003-10-22 14:34:13,0.1052339469700668,0.1011883392743786,0.108559060501001,0.102727916402168,0.108335758581962,0.1095658967723033,0.0971913667659553,0.0995951462473753,False
2003-10-22 14:39:13,0.1054212608037501,0.1013011377508667,0.1084567605840128,0.1023808779725572,0.108008887152693,0.1095215098393476,0.0969967283558767,0.099488939889643,False
2003-10-22 14:44:13,0.1060366228819766,0.1020861858489184,0.1086057912984032,0.1025904585184823,0.1084350798378827,0.1093237951071829,0.0964820059573221,0.0986987645881146,False
2003-10-22 14:49:13,0.105148005273695,0.1017906636066214,0.1077656623858586,0.1022762341911226,0.1083661799892573,0.1095851359929684,0.1031413154939206,0.0990965867473997,False
2003-10-22 14:54:13,0.1054391327701547,0.101545973924508,0.1079081009814932,0.1021520582059671,0.1078088285560818,0.109276136530104,0.0980973192050393,0.1038250891156794,False
2003-10-22 14:59:13,0.1050136725426046,0.101287123394697,0.1089983397626837,0.1023793642267688,0.1072324820547878,0.1095363543141755,0.0928580985399677,0.0983370281752038,False
